id_komentar,nama_akun,tanggal,text_cleaning,sentimen,yang_isi
UgwQuKGrGICDsLG_VFV4AaABAg,Masri Masri,2023-06-07 12:56:45+00:00,kaum kadal gurun komenis otak sonsang rupa rupa,Negatif,Veldy Piscessara
UgzFO8tJ6kqBahWIQdt4AaABAg,yana gunawan,2023-06-07 12:54:53+00:00,berani pusing mikirin   tengah jalan habis batre mau charge   sisa   tau pergi   pulang,Negatif,Rikky
UgyRh9W9MdCRxzs3O654AaABAg,Manusia Biasa,2023-06-07 12:53:38+00:00,benar benar zero emisi       beli,positif,Putra Ganda Dewata
Ugy9M9A3h_kOkq1xVsZ4AaABAg,Jos Joesoef,2023-06-07 12:51:38+00:00,inti benar tidah mudah rubah habit konsumen adlh hak konsumen rubah habit biasa konsumen bth jangka waktu   ckp lama banyak faktor   pengaruh trutama   daya produk sendiri trmsk suku cadang pelihara dl hampir sangkut   jamin produk sendiri   untung rugi konsumen perlu juang panjang plin   th mngkin lebih tx,Negatif,Wahyu Aji Nurrahman
Ugzd5aJwRZ7RFTwDRnV4AaABAg,sanjane korte,2023-06-07 12:49:55+00:00,bukan laku gaji indonesia butuh tahun mendapatkanya beda gaji luar negeri pandang keringat jerih payah orang benar indonesia buat makan hari   untung,Negatif,Muhammad Agha Setya Pratama
UgztyfbzjIG_9oIM2wd4AaABAg,Dimas Reza Pamungkas,2023-06-07 12:49:46+00:00,cenderung paksa bgmn rakyat   pikir   alih kendara wong subsidi harga mahal jarak tempuh jauh bbm daya angkut batas biaya servis mahal msh blm banyak bengkel luar resmi   mampu servis blm pasang charger port sesuai daya rumah   dibwh jt   include pasang charger port mungkin masyarakat alih dg segera,,Muhammad Fawzan
Ugxv6zz69s0tEpQtE-d4AaABAg,varoty,2023-06-07 12:42:53+00:00,mau banget mahal coba jual juta laris,Negatif,Mikhael Anrodin Simanjuntak
UgzE7na_BPcGpjee2b54AaABAg,duda kelana,2023-06-07 12:39:45+00:00,mau gimana yuk ketawa yuk,negatif,Azzar Rizky
UgzUb-Ilog35v4oR7ZR4AaABAg,Iip Doank,2023-06-07 12:36:19+00:00,kalau   uji masyarakat,netral,Mulia Sahpira
UgxP9f5AVkedBWlgKoZ4AaABAg,mag store,2023-06-07 12:36:00+00:00,sekarang ekonomi lesu   pikir beli harga mahal,netral,Rizky Ridho Ramadhan
UgyZQ9LuK95x3kj7cWl4AaABAg,Pak Mardi,2023-06-07 12:34:37+00:00,insfrastruktur kendara bangun hingga desa desa kendara raja jalan,,Muhammad Totti Alfarabi
Ugw9-ZuoArdcd5eZRl14AaABAg,Rezki Karim,2023-06-07 12:30:20+00:00,kasih gratis laris manis,,Raden Ayu Safira Aprilia Fatimah
Ugxvz5ycXiFwicq8pQF4AaABAg,XERIUS CHANNEL - Emha Arifin,2023-06-07 12:22:34+00:00,subsidi syarat motor subsidi banyak syarat mikir,netral,Ade Rocky Saputra
Ugx_pygvl9f3SjGopoN4AaABAg,Pak Kuat,2023-06-07 12:19:16+00:00,luar negri   laku indonesia laku,,Isabella Aisyah Yasmin
UgxeK4fLnYRVcRgW15t4AaABAg,Rekso Xo,2023-06-07 12:18:56+00:00,coba sajaobil bebas pajak tahun mungkin  orang  bakal tarik jg dukung station charger   byk jg harga   sahabat uji coba   thm pertama,netral,"Ramanda,md"
Ugw9ay4ERXp0BW2vD3d4AaABAg,Dokter Anestesiu,2023-06-07 12:18:41+00:00,tanya tanya kepala staf presiden ngurusin tonton video milik dealer kendara siapa   paham,netral,Nur Aisyah Wahyuni
UgyFCa1tsaEvgHOlaGB4AaABAg,Mbah Po,2023-06-07 12:18:02+00:00,saat bbm habis mau lari,negatif,Selvie
UgzeBnjNkzI8EFFK0yh4AaABAg,@SteelArt ...,2023-06-07 12:13:09+00:00,harga mahal ngecasnya kualitas jamin   jalan berapa lama apa   mogok jalan,negatif,Silvi Mutia
UgxZ9gctLh3w5wDPn_h4AaABAg,johan azam,2023-06-07 12:09:27+00:00,ingin rakyat sejahtera   rata lapang kerja   banyak sembako jangkau,,Bebin Paula
UgydDHmPgQVyAvaA7XR4AaABAg,Rowi Saja,2023-06-07 12:09:19+00:00,asik   sangat murah baru beli,positif,Putri Hasanah
Ugw9szquCE29P1sZNeh4AaABAg,Agus Setiawan,2023-06-07 12:08:59+00:00,harga murah juta suku cadang mudah pabrik baterai subsidi harga barterai motor kualitas tinggi,positif,Aldo Kadafi
UgwS24A9AF3o6w5SG3Z4AaABAg,Arnold Lewan,2023-06-07 12:08:28+00:00,cariin solusi jalan jauh jarak   pengisiian daya apa kalimantan   jarak ribu kilo meter,positif,Relin Pramudiya
UgzcZ6Ezv5QRVcavFjB4AaABAg,TUHAN bukan orang ARAB Bilangan XXIII 19,2023-06-07 12:03:32+00:00,masyarakat indonesia mau beli ancam negara negara arab jual minyak mentah klaim pegang kunci sorga,negatif,Andreas
UgwBPbX2-AESFzl0Bgp4AaABAg,John Phantom,2023-06-07 11:59:31+00:00,sangat senang   berita banyak main cukong rezim banyak   rugi,netral,Januar Firnando
UgwTblRPGlecCAWUcLJ4AaABAg,Andreas Irawan,2023-06-07 11:58:03+00:00,y ilah   laku harga air ev jt kecil cuma   beli   xpander avanza kec air ev harga jt,netral,Vincentius Hansel Irsansaputra
UgyElfohAx_3eoohDFl4AaABAg,IT Prog,2023-06-07 11:57:30+00:00,"rakyat mau merek kenal honda suzuki jelasnya baik, merek baru siapa mau beli mau motor terbang belum",negatif,Vincent
UgyWBTtLAF4HEiOG6A14AaABAg,Akbar Abba,2023-06-07 11:54:30+00:00,pribadi subsidi aneh,negatif,Viky Hendriko
UgwWKsif3y3iCHmTZL94AaABAg,Rosadi Nurdin,2023-06-07 11:44:40+00:00,model kurang tarik coba robah model bikin seperti avanza,negatif,Michelle Graciela
UgwIXsYEi2B6g-cZlqF4AaABAg,TONO Mr,2023-06-07 11:42:59+00:00,esempak makin terbang langit be like it produkpolitik,netral,Candra
UgzGvRmRxRYZ6Jo0lpR4AaABAg,Paksi Nogo Liman57586789,2023-06-07 11:42:08+00:00,rakyat mau iritbbm liter kamu liter pajak murah sparepart limpah muat banyak,netral,Albertus Dwi Andhika Putra D.
UgzSChM413DT8K5k1Hd4AaABAg,乇乂卩ㄥㄖ丂丨ㄖ几!,2023-06-07 11:38:01+00:00,elon mask udah menjangkakan,positif,Fernando
Ugybdp1t7DANCG4kzdt4AaABAg,AGE KEDIRI,2023-06-07 11:36:35+00:00,paksa rakyat kecil nama paksa hendak rakyat korban penting investor aseng,,Jendraja Husin Kotan
Ugz0Av42aksDQnBHFw54AaABAg,jusaccmishak,2023-06-07 11:25:01+00:00,tiket kereta murah lebih enak naik kereta perlu usaha kemudi maklum   sanggup bayar driver,negatif,Billy Franko
UgxEbDz5ljb9L3B3OJZ4AaABAg,Adi Sapri,2023-06-07 11:16:18+00:00,luhut muldoko   fikirin bangkrut,netral,Kelvin William Chandra
UgxdTFp2h4P37RRvVc14AaABAg,TS,2023-06-07 11:14:32+00:00,kendara blunder,negatif,Nicholas
UgzoUM_EEBGARTmYQ6V4AaABAg,Pew Pew,2023-06-07 11:13:54+00:00,spbu   tambah fasilitas buat charging   usa mikir lahan tinggal instalasi,netral,Reza Dwi Restiyan
Ugzfg2O8BUByVpA2F8V4AaABAg,Abdul Azis,2023-06-07 11:13:33+00:00,laku kota besar karena daya mengecas kendara belum seluruhnya indonesia pom   daya jangkau beli jangkau kalang tengah bawah,negatif,Nicholas Wilyanto
UgzOosrezjTntGW_-W94AaABAg,Ali Bagus,2023-06-07 11:10:10+00:00,bingung ngecasnya bos,negatif,Muhammad Mauladi
Ugzqp20bYfj3GYyRNBh4AaABAg,Ryan Barock,2023-06-07 11:03:51+00:00,jangan mau beli bayar   ngos ngosan,negatif,Dinda Putri Ayu
Ugxw4cVMVDALxscH2Vl4AaABAg,GLOBAL CELLINDO,2023-06-07 11:01:42+00:00,siapa mau beli mahal ujub duit nyetak,negatif,Wesley Maximilliano
UgxjUmmlFFoGsKbbI3l4AaABAg,Muhammad Taufik Akbar,2023-06-07 10:48:35+00:00,infrastruktur charger minim,positif,Dep` Niel Sinaga
UgwTB-zKrdWpbrbteKV4AaABAg,Ida nurhaida Nurhaida,2023-06-07 10:48:31+00:00,kendara umum utama   masyarakat mampu suruh beli   penting didik   anak generasi muda kuasa iptek,Positif,Muhammad Anugrah Hakiki
UgxxF8jwO7Kt8RZbP1N4AaABAg,Fathur Rahman,2023-06-07 10:42:14+00:00,indah dulu sering kendara naik kereta kuda,Netral,Muhammad Alif Fahlevhi
Ugw5vx0bFX2Los4MBQp4AaABAg,Master Soft,2023-06-07 10:33:42+00:00,ev   praktis luar kota mau cas hotel apa mau,Netral,Veldy Piscessara
UgyrLd8HOnf9smKGpkN4AaABAg,Akhmad Rasyid,2023-06-07 10:28:01+00:00,mau ev laku naik harga jual bensin diesel atas harga,negatif,Rikky
UgxNcSFcNVNeoWX2Im94AaABAg,ZN,2023-06-07 10:26:52+00:00,kasih pajak paja jamin laku,positif,Putra Ganda Dewata
UgxhnzDOcRdI6hR5ARh4AaABAg,Ifrull S.A,2023-06-07 10:25:51+00:00,perlu rakyat bukan cuma kota pakai blusukan daerah   jala rusak turun naik lumpur banjir situ masyarakat percaya,Negatif,Wahyu Aji Nurrahman
UgxrpIcNlIgpAdgTQrl4AaABAg,Rudy Gunawan,2023-06-07 10:15:29+00:00,rakyat pintar tahu berapa sih benar modal motor erti harga jual indonesia mark up gila gila kemudian rakyat tahu harga jual motor bekas jatuh banget komponen mahal baterai soak rakyat sekarang semua pakai smartphone tahu dong lama lama daya pakai handphone sama ngedrop baterai soak sering charge handphone masyarakat   bodoh mau bilang   pakai energi fosil lha indonesia mayoritas asal batubara alias energi fosil cuma pindah beban polusi bakar energi fosil bangkit rakyat kecil butuh uang usaha lowong kerja bukan kendara dapat per kapita kecil perintah sadar   mungkin maksa rakyat kecil dapat bawah dapat per kapita punya buat apa punya atau motor sulit kasih makan anak istri,Negatif,Muhammad Agha Setya Pratama
UgylVgIrmee3KuX25QF4AaABAg,Okib Irawan,2023-06-07 10:11:24+00:00,jt dapet karuan beli grandmax muat banyak harga murah bbm irit,,Muhammad Fawzan
UgzWR8zEphC3rPBhcol4AaABAg,MrThanks,2023-06-07 10:10:26+00:00,gimana mau laku orang cuma jual eco friendly   praktis muat kecil harga   masuk akal cuma baterai   harga x lipat harga pakai mesin rumit ribet pakai jual harga bawah jt baru laku wuling harga paling masuk akal mentok jt wuling,Negatif,Mikhael Anrodin Simanjuntak
UgxucW_JOOrHPFzdg694AaABAg,Rilsyah Syahruzad,2023-06-07 10:04:34+00:00,biar buat orang kaya karna bahkan bila guna bbm pindah mobil listrik jamin pln kewalahan rumah tekor bayar pet karna habis buat nge charge mobil listrik tidak sisa buat kulkas rice cooker ac kompor henti halusinasi ubah bbm mobil listrik lebih,negatif,Azzar Rizky
UgxaeTg04MCs3haSqiV4AaABAg,Ꭺndin Ꮯommunity,2023-06-07 10:04:00+00:00,masalah orang enggan beli harga mahal isi ngecas ribet makan banyak daya tenaga banding non sangat bahaya mudah bakar rusak,negatif,Mulia Sahpira
Ugy13CfLERW0YQqBzn54AaABAg,GURU HONOR,2023-06-07 10:02:53+00:00,nyari duit melulu perintah     mau   produk china jelek,negatif,Rizky Ridho Ramadhan
UgyDQGGJywfnszvRTa94AaABAg,Cipoy Gaming,2023-06-07 10:01:59+00:00,teknologi teknologi sampah embel kurang emisi cuih mana emisi kurang guna   signifikan orang duit   beli rakyat kecil korbanin,,Muhammad Totti Alfarabi
UgxtGjkcBZQ0zhaqpzR4AaABAg,goyang dumang,2023-06-07 10:00:37+00:00,apa diesel top cumi darat hahahaha,,Raden Ayu Safira Aprilia Fatimah
UgylKaoW-c8VuIHK_KV4AaABAg,Arief Chudori,2023-06-07 10:00:22+00:00,mahal lama cash rumah   jangan harap laku orang sekarang   mau   bikin kapitalisme coba nokia xiomi awal bisnis laku keras contoh,negatif,Ade Rocky Saputra
Ugw-eby8tJsdjdJSiXd4AaABAg,Raditz Room,2023-06-07 09:59:24+00:00,sini kek maenan semua   tipe   al around harga bangsat  banget,,Isabella Aisyah Yasmin
UgzeZDuilA2dOOxDdsl4AaABAg,CALL ME YACHI,2023-06-07 09:55:35+00:00,utility   kota antar jemput sekolah pasar kalah fungsionalitas sama honda beat,,"Ramanda,md"
Ugzh9nz2ZW8qcdeIpIp4AaABAg,Slamet Riyadi,2023-06-07 09:51:25+00:00,indonesia nama subsidi harga bawa jt laku harga bawah jt usaha untung,netral,Nur Aisyah Wahyuni
UgwBjoOB0tE4pIZ1Szd4AaABAg,Petani Amatir,2023-06-07 09:51:19+00:00,semua hanya main v,negatif,Selvie
Ugx3LUoy4X4T1yKDw814AaABAg,zamil hoo,2023-06-07 09:48:08+00:00,terlalu mahal batrenya,negatif,Silvi Mutia
UgyB6cmN0pHioDV6DeZ4AaABAg,Adil Pambudi,2023-06-07 09:47:58+00:00,mau beli mitor   rumah   kuat terus mau ngecas mana,,Bebin Paula
UgxNSnOg1FNsYls8nMR4AaABAg,anggo putin,2023-06-07 09:46:36+00:00,narasi oposisi mulu ni channel,netral,Putri Hasanah
UgwGWip5GByiEDoQa5V4AaABAg,Aris tv,2023-06-07 09:44:11+00:00,stasiun charging kurang banyak desa malah,netral,Aldo Kadafi
UgzeNzrihY-vbvrjLMB4AaABAg,Grady Dave,2023-06-07 09:37:44+00:00,regone kendara e ki lo,netral,Relin Pramudiya
UgyZeG7wMszWCZr1fqN4AaABAg,fishing pamekasan,2023-06-07 09:30:09+00:00,model harga jangkau pos isi daya angkut kualitas tahan batrey lama ubah baik avanza jaz dl ayla brio dl biaya mahal perlahan masyarakat alih klu mau maju bensin ubah biaya murah,netral,Andreas
Ugzyas2uGRiLSKJJ0OF4AaABAg,Muh Aris Munandar,2023-06-07 09:29:39+00:00,lihat tahun depan   bagus fasilitas dukung arti hasil   fasilitas dukung belum rata arti proyek tidak hasil,netral,Januar Firnando
UgwYkG-kRbvX28SlfGx4AaABAg,Wahyu Setyawan,2023-06-07 09:28:38+00:00,mahal cas bom rata jarang lokasi umum model onderdil susah,negatif,Vincentius Hansel Irsansaputra
UgxGFWeCBglO-B0-yyp4AaABAg,Candra Irawan,2023-06-07 09:28:29+00:00,harga mahal coba bikin ukur suv ev harga setara avanza xenia xpander laku harga segitu,negatif,Vincent
UgyCq9L53Plz2Djlh_d4AaABAg,Reinaldo Agustio,2023-06-07 09:18:14+00:00,mau laku diskon harga air ev jadi jutaan laku deh kalau  jangan  cuma diskon ppn     pajak lain kalau nol supaya harga mirip harga china sana,negatif,Viky Hendriko
UgxwWQ6slyW8_GWskGV4AaABAg,Warehouse PopStore,2023-06-07 09:09:47+00:00,jangan samain tak tak sama kendara bbm kendara,negatif,Michelle Graciela
UgxQA2TgmK3ZIPf40k14AaABAg,B GI,2023-06-07 09:02:41+00:00,ora payu bro dagang,negatif,Candra
UgzcanuHNTA6S1w37TZ4AaABAg,Memori WilRay,2023-06-07 08:56:09+00:00,sih setuju banget ada ev   perintah mulai paling   korupsi ikut turun   sering mark up nota bensin perintah bakal kurang hasil bayar isi otomatis bayar negara pln ayo tunjukin serius perintah ajak masyarakat   alih ev mesti perintah duluan pertama ganti semua kendara dinas plat merah seluruh negeri kendara   bbm kitin aza ntar mau   mau infrastruktur seperti spklu bakal nambah banyak seluruh negeri otomatis jabat negara bakal ngusahain spklu nambah banyak   ngajak keluarga jalan pake dinas ev ayo gassken,positif,Albertus Dwi Andhika Putra D.
Ugx-CiY7tG5OQguRSud4AaABAg,Hasbi Shiddiqi,2023-06-07 08:53:30+00:00,tempat cas tersedia dulu,negatif,Fernando
UgxS4T-Epw7s650YOM94AaABAg,Orang Bijak,2023-06-07 08:50:16+00:00,sekarang orang butuh fungsi bukan gengsi harga juta kursi minim space harga baterai mahal mending ambil bensin muat rame   khawatir ganti baterai,,Jendraja Husin Kotan
UgzWdSdYFyGtN-uHf_F4AaABAg,I Brightly,2023-06-07 08:43:26+00:00,wah wah wah main bloc news barat nih coba   ev negara barat anak news barat apa kata,negatif,Billy Franko
Ugz68EwUCNqxRrEW1_R4AaABAg,Catur Win,2023-06-07 08:40:58+00:00,rakyat kecil siap siaga setor pajak sokong kalian orang kaya usaha jabat cinta,netral,Kelvin William Chandra
Ugy7mgcl15qqkK4HWGV4AaABAg,Geraldo,2023-06-07 08:29:06+00:00,gaji dpr daripada dpd alihfungiskan ngomong rakyat biasa   cuma ngomong,negatif,Nicholas
Ugx2bEItEnBmCqmFb654AaABAg,Kinur jati Nusantara,2023-06-07 08:26:42+00:00,rakyat     murah,netral,Reza Dwi Restiyan
UgxMZFfOMdGKNwZdLOR4AaABAg,Fahreza Reza,2023-06-07 08:16:44+00:00,mahal bro contoh wuling ev negara   juta indonesia juta,negatif,Nicholas Wilyanto
UgySf9SJldaJ6w9VsvN4AaABAg,Imam Arif,2023-06-07 08:09:44+00:00,pemeerintah tau banyak daerah banjir kok malah dukun kendara,negatif,Muhammad Mauladi
UgywgjYi0gl7bX-fVkZ4AaABAg,Anton Jore,2023-06-07 08:04:36+00:00,mikir jual   bbm tidak kurang   mau berfikir proses harus punya plan proses,negatif,Dinda Putri Ayu
UgzXlL9t9Zgbvr98JDh4AaABAg,ilham parhandi,2023-06-07 08:02:07+00:00,emaknya kerja gaji juta beli serius motor subsidi rakyat jelata mana beli baut makan kurang bom kontra sekolah anak tambah harga naik semua perintah nyata pihak sama orang kaya,negatif,Wesley Maximilliano
Ugx3U2SFYBB3mMabinl4AaABAg,yanto sugito,2023-06-07 07:55:29+00:00,sekalipun hemat baterai motor rusak semua hemat sia bahkan harga baterai lebih mahal total hemat lama pakai hargabeli awal lebih mahal biay maintenance lebih mahal banding turbo rawat mesin mesin bensin motor baterai,positif,Dep` Niel Sinaga
UgzoGt-5gJUFmUFZj4d4AaABAg,GF,2023-06-07 07:50:27+00:00,benar kata anies,Netral,Muhammad Anugrah Hakiki
UgyGPI7fQM7ApFaA45h4AaABAg,ardhie pramadha,2023-06-07 07:45:56+00:00,moga masyarakat indonesia banyak rejekinya mudah beli erti baik buruk coba,Positif,Muhammad Alif Fahlevhi
UgzCrH6q7NbVmXbI4zd4AaABAg,rahmadgerpol,2023-06-07 07:45:43+00:00,wong rumah   cuman   beli boil apa   jeplak meter subsidi subsidi kendara umum,Netral,Veldy Piscessara
UgwwCwL-PcsddsdxP8l4AaABAg,KFAMA,2023-06-07 07:44:53+00:00,kendara masa depan   laku kurang promosi tv indonesia,netral,Rikky
Ugwx6Pcoyr9VwLLrfYt4AaABAg,Henry Mulyono,2023-06-07 07:44:49+00:00,ilangin dulu pajak beli sm pajak masuk indo rame beli   mulai rame baru mulai adain pajak pelan,positif,Putra Ganda Dewata
Ugzwp3aFT5WmnMligFR4AaABAg,Wisnu Bhaskoro,2023-06-07 07:39:56+00:00,infrastruktur kurang mumpuni   dipake jarak jauh   jalan tol mau ngecas   dar dipake buat kerja kota masuk akal jarak jauh bayang infrastruktur butuh stasiun isi umum berapa waktu   habis charge pakai jalan arti siap lahan isi sangat luas invest lahan isi luas taruh besar   demand sedikit pakai antar kota jalan jauh lingkar setan bahkan gera kota kota padat jakarta mungkin banyak orang pilih guna kendara umum banding kendara pribadi sepert pribadi,Negatif,Wahyu Aji Nurrahman
UgzYkGj69MD1f4eEDyt4AaABAg,Asta R,2023-06-07 07:39:20+00:00,setor msh kalah jauh sm kubu minyak bumi,Negatif,Muhammad Agha Setya Pratama
UgxieWlf1fCMAwJ7X2F4AaABAg,Angus,2023-06-07 07:36:27+00:00,mungkin tak laku indonesia industri ev malaysia makin terima ramai makin kembang,,Muhammad Fawzan
UgxlVPVxbVSlinkVQ6h4AaABAg,Janizam,2023-06-07 07:35:54+00:00,bukan   laku   blm banyak tempat charging ribed ajah habis baterai,Netral,Mikhael Anrodin Simanjuntak
Ugy-BQrV7m_In0mSqil4AaABAg,Sofia Organic Garden,2023-06-07 07:34:57+00:00,subsidi motor listrik akal rezim,negatif,Azzar Rizky
Ugwv7uWDTM3T1MwfUSt4AaABAg,Lina Siti Aisyah,2023-06-07 07:33:30+00:00,mau masyarakat dp bukan dp ringan cicil besar,negatif,Mulia Sahpira
UgygT7Ynn7qQCrpjrJR4AaABAg,MS Huda,2023-06-07 07:31:33+00:00,jangan subsidi arah beli bagi besar rakyat indonesia banyak bingung cari nafkah penuh butuh hidup harga butuh pokok makin hari makin mahal,netral,Rizky Ridho Ramadhan
UgzbxpKIMarQaRh6s_l4AaABAg,N P,2023-06-07 07:30:21+00:00,salah prioritas kendara pakai dulu kendara umum macam bis nyuruh sipil biasa beli ev harga   masuk akal mana realisasi masa harga ev ukur bajaj macam wuling jt    benar    gede calya avanza harga   sampe segitu aneh perintah indo   ngerti nasib ingin rakyat indo sendiri gimana banyak main kalang jabat sih ngiranya semua rakyat gaji macam jabat,,Muhammad Totti Alfarabi
UgwQINOgtOG3Sv9hnmp4AaABAg,Wawan Gunawan,2023-06-07 07:30:11+00:00,buka   laku   punya duit poko kendara an maju orang orang indonesia ngerasain dampak ekonomi semangat indonesia maju,,Raden Ayu Safira Aprilia Fatimah
Ugwgy2Eqnxs6ZhtPeEJ4AaABAg,Tiara Aquania,2023-06-07 07:29:42+00:00,masyarakat sensi wuling cino,negatif,Ade Rocky Saputra
UgwjW5iPUkJUexg5r-B4AaABAg,Margono Margono,2023-06-07 07:28:50+00:00,sejahtera dulu tani ternak sudsidi pupuk pakan ternak teliti tani ternak lebih manfaat rakyat,,Isabella Aisyah Yasmin
Ugx1OJNiMnJrpTUoMEB4AaABAg,Edupedia,2023-06-07 07:23:38+00:00,masalah kendara lembap ubah suhu bnyk kendara   sering konslet bukan   design tpi   lembap umur baterainy mudah skali   lama   ubah lingkung gedung   ups taroh ruang suhu dingin bersih buat jaga usia baterai komponen lain,netral,"Ramanda,md"
UgziyBx2qgREdB1GdNN4AaABAg,MuhammadNurfiFajri Faisal Ismail H.AbdulLatif,2023-06-07 07:21:42+00:00,biasa tar jg paksa,negatif,Nur Aisyah Wahyuni
UgxaILVlhNnG-HGL12V4AaABAg,Andri,2023-06-07 07:20:58+00:00,aga bego sih jokowi pke subsidi,negatif,Selvie
UgxMkS8pzLH1nT3-8SF4AaABAg,Icesand,2023-06-07 07:19:46+00:00,bukan laku produk baru perlu proses dukung infrastruktur proper aftersales andal yakin sang makan cabe pas gigit langsung asa pedas,netral,Silvi Mutia
Ugy5Cc8BRPnXnxPENcR4AaABAg,Soe weton oi,2023-06-07 07:18:09+00:00,jalan umum masyarakt dibperbaiki lancat tak berlobag lagidi nkri,,Bebin Paula
UgzhOq-2lWEjjkrVxWF4AaABAg,amir bray,2023-06-07 07:17:16+00:00,kerja kerja kerja kira rakyat banyaj duit,netral,Putri Hasanah
Ugw-6K9_l0db9BRg8St4AaABAg,YIS Channel,2023-06-07 07:11:17+00:00,cnbc lama persis metrotipi  deh berita opini balik ala kampret apa pesan capres,netral,Aldo Kadafi
UgzAT7dFgQtWcQBryI14AaABAg,Dj GEOL,2023-06-07 07:08:34+00:00,masyarakat butuh pribadi baik transportasi sedia  lebih  convenient hongkong singapore,positif,Relin Pramudiya
UgxPhwxuDT8hmxSDTdN4AaABAg,Ranap Wijaya,2023-06-07 07:06:18+00:00,seharusnya   bahan bakar minyak kurang banyak   lari tenaga,positif,Andreas
Ugz2YiYpwSHi5kcjkWR4AaABAg,Karso Indra Offesial.,2023-06-07 07:06:16+00:00,bisnis orang perintah coba klu buat bus badan angkut umum,negatif,Januar Firnando
UgygnK75teGhTUbGdfl4AaABAg,DaniAzis Sawanganelok,2023-06-07 07:03:19+00:00,butuh masyarakat kecil bukan butuh lowong pekerjan,netral,Vincentius Hansel Irsansaputra
Ugw_iGi_HImA0pCWFZd4AaABAg,Novrendy Cahya Paulus,2023-06-07 07:02:00+00:00,seperti jelas butuh masyarakat indonesia akses transportasi publik rata,positif,Vincent
UgxIgFhx0wF6gizScEZ4AaABAg,mur yanto,2023-06-07 07:01:44+00:00,benar   beli subsidi terlalu lama antri,negatif,Viky Hendriko
Ugy2oCFH1HBU2xhdPL14AaABAg,pedro firmansyah,2023-06-07 06:56:41+00:00,suatu mau   mau laku   bahan bakar fosil makin langka,positif,Michelle Graciela
Ugz9qWiVyNZ1WUe5Ioh4AaABAg,dimitri fox,2023-06-07 06:54:09+00:00,alhamdulillah  moga  allah hancur akal bulus si rejim jokowi,netral,Candra
UgzZUan7OBjRI59-4-F4AaABAg,mu'ammal hamidy,2023-06-07 06:53:50+00:00,jutaan tak beli,netral,Albertus Dwi Andhika Putra D.
UgxUClN1E3NMPR4n1NF4AaABAg,ahmad bahtiar,2023-06-07 06:51:16+00:00,promo ev harga langit   tadi mau beli   malah mikir pilih second,negatif,Fernando
UgzSqTls4E7ieP6mm7x4AaABAg,Paiman Jono,2023-06-07 06:49:00+00:00,begini bkn   laku   harga   model   laku     memilki fasilitas umum,,Jendraja Husin Kotan
UgySF7ucAmLbirZZjwx4AaABAg,heru setyadji utomo,2023-06-07 06:48:55+00:00,onderdil mahal baterai dulu jangkau,negatif,Billy Franko
Ugxm4zvf8f8wU2LCnY54AaABAg,Ido Cipp,2023-06-07 06:47:45+00:00,fasilitas banyak blm dukung alasanya,,Kelvin William Chandra
Ugyn1nrgGnlT6LBymWZ4AaABAg,Qylk,2023-06-07 06:47:38+00:00,memang perlu kendara pribadi properti krusial harga relatif mahal bahan bakar   subsidi jelas buang buang kas negara negara maju pedestrian pada orang orang cukup jalan kaki naik transport umum guna alternatif murah lain cukup penuh perlu lokasi ingin,netral,Nicholas
Ugzi6wxceJ4Ruql32Wp4AaABAg,Yusak Mario,2023-06-07 06:46:40+00:00,sebab karna kurang paham masyarakat lebih ev cuma mikir ev bebas karbon paham lebih contoh a ev   kuat nanjak mohon maaf ev rata rata torsi mesin besar torsi pakai tanjak bukan daya kuda hp b ev sedia orderdil jarang ev hampir bilang fre maintenance karna gerak pakai dinamo ada pernah servis bulan kipas angin ganti oli kipas angin tiap bulan ev susah kalaupun ganti biasa baterai itu jangka waktu lama sisa komponen umum misal ganti ban kampas rem jual sedia c harga charging ev mahal   banyak bahas ngetes boros boros ev lebih irit combustion engine jarak jelajah ev pendek jarak jelajah ev uang sanggup bayar ev sanggup km sekali jelajah masalah sanggup   beli inti tanya tanya gambar paham masyarakat ev bagus harga ev jangkau harga wuling air ev merk china ukur   lebih besar bajaj harga tara versi tinggi city car jepang brio agya gr malah low mpv varian rendah sama sekali value for money,positif,Reza Dwi Restiyan
UgwlOAaY_8bEXG43B154AaABAg,Dudi Junaedi,2023-06-07 06:45:23+00:00,aduh kasi jabat   calon rugi dah,negatif,Nicholas Wilyanto
UgzprX42iJBvTnegBJR4AaABAg,s b,2023-06-07 06:45:00+00:00,bgga   murah ngechargenya jg msh bikjn dagdigder ad nggz daerah tuju cb bw ciwidey trus arah pantai banten pssti mikir   soal   sepeda jaya dimna mana sel kayaj viar dk,netral,Muhammad Mauladi
UgxY0mHl-7YG6D15J-d4AaABAg,Beno b,2023-06-07 06:38:35+00:00,ayo dukung esemka,positif,Dinda Putri Ayu
Ugx770AYp621vgy-kx14AaABAg,yunanri wijaya,2023-06-07 06:37:50+00:00,narasumber pro solusi,negatif,Wesley Maximilliano
UgwVk6m_rnZ0_IWSVJR4AaABAg,Randi Tiawan,2023-06-07 06:36:23+00:00,harga mahal batrenya sangat mahal walaupun murah   harga sangat mahal mending pilih bensin biaya bensin tahun lebih murah   harga batrei juta ganti tahun sekali,negatif,Dep` Niel Sinaga
